iter	RMSE
362	0.3088015509
363	0.308769464
364	0.3087541764
365	0.3087292881
366	0.3087275332
367	0.3086934345
368	0.3086610807
369	0.3086083028
370	0.3085712145
371	0.3085425738
372	0.3085408795
373	0.3084792059
374	0.308445654
375	0.3084418144
376	0.308385349
377	0.3083397053
378	0.3082887881
379	0.3082863497
380	0.3082427077
381	0.3082402506
382	0.3082095468
383	0.3081839261
384	0.3081606784
385	0.3081366821
386	0.3081339237
387	0.3080906815
388	0.3080391
389	0.3080113659
390	0.3079908236
391	0.3079736882
392	0.3079432902
393	0.3079197505
394	0.307894447
395	0.3078215185
396	0.3078128647
397	0.3077663579
398	0.3077649945
399	0.3077165153
400	0.3076512845
401	0.3076491221
402	0.3076468794
403	0.3076146453
404	0.3075821854
405	0.3075458137
406	0.3075434491
407	0.3075034417
408	0.3074582603
409	0.3074237134
410	0.3074143495
411	0.3073855456
412	0.3073425251
413	0.3072865068
414	0.3072309353
415	0.3071736121
416	0.3071479972
417	0.3071153949
418	0.3070642022
419	0.3070614808
420	0.3070221905
421	0.3069573078
422	0.3069029917
423	0.3068697028
424	0.3068321411
425	0.3067499069
426	0.3067475819
427	0.3067286991
428	0.306696479
429	0.3066458503
430	0.3065735384
431	0.3065662525
432	0.3065453816
433	0.3064905759
434	0.3064579083
435	0.3064211402
436	0.3063472242
437	0.3063080043
438	0.3062707319
439	0.3062602105
440	0.3062580787
441	0.3062314943
442	0.3061646145
443	0.306135917
444	0.3061102494
445	0.3060574371
446	0.3060157881
447	0.3059718856
448	0.3059709216
449	0.3059630571
450	0.3059182151
451	0.3058973146
452	0.3058764248
453	0.3058467739
454	0.3057984239
455	0.3057611227
456	0.3057100616
457	0.3056385235
458	0.3056374625
459	0.3056086925
460	0.3055680353
461	0.3055447631
462	0.3055172629
463	0.3055061162
464	0.3054655451
465	0.3054127215
466	0.3053505791
467	0.3053248363
468	0.305295039
469	0.3052659886
470	0.3052288552
471	0.3051739788
472	0.3051631085
473	0.3051343886
474	0.3051217105
475	0.3050749584
476	0.3050146892
477	0.304963099
478	0.3049424411
479	0.3049121149
480	0.3048759542
481	0.3048460672
482	0.3048007083
483	0.3047811422
484	0.3047767647
485	0.3047370529
486	0.3047075744
487	0.3047043244
488	0.3046886309
489	0.3046536383
490	0.3046035626
491	0.3045705926
492	0.3045517046
493	0.3044923735
494	0.3044356818
495	0.304432695
496	0.3043920748
497	0.3043671776
498	0.304363086
499	0.3043111547
500	0.3042964924
501	0.3042814005
502	0.3042554289
503	0.3042545218
504	0.3042535994
505	0.304192273
506	0.304156957
507	0.3041097848
508	0.3040717337
509	0.3040390576
510	0.3040103398
511	0.3039804565
512	0.3039734173
513	0.3039423872
514	0.3039217268
515	0.3038911823
516	0.3038895706
517	0.3038547156
518	0.3037972183
519	0.3037956379
520	0.3037714497
521	0.3037019623
522	0.3036675958
523	0.3036430133
524	0.3036386823
525	0.3036021067
526	0.3035651471
527	0.3035146104
528	0.3034952218
529	0.3034929708
530	0.3034680157
531	0.3034640998
532	0.3034423184
533	0.3034409585
534	0.3033982931
535	0.3033884686
536	0.3033878164
537	0.3033384962
538	0.3032998378
539	0.303236554
540	0.3031862385
541	0.3031636973
542	0.3031570223
543	0.3031448859
544	0.3031434956
545	0.3031267713
546	0.3030804486
547	0.3030398839
548	0.303036561
549	0.303013897
550	0.3029825222
551	0.3029232152
552	0.3029079744
553	0.3028661915
554	0.3028608642
555	0.3028356131
556	0.3028032348
557	0.3027695895
558	0.3027377078
559	0.3027309648
560	0.3027067421
561	0.3026902479
562	0.3026695899
563	0.302654854
564	0.3026207798
565	0.3026003881
566	0.3025506729
567	0.3025408988
568	0.3024818531
569	0.3024398948
570	0.3024369989
571	0.3023953744
572	0.3023600592
573	0.3023214972
574	0.3022623548
575	0.3022617152
576	0.3022131211
577	0.3021751063
578	0.3021713345
579	0.3021533279
580	0.3021306581
581	0.3021134484
582	0.3020726371
583	0.3020330802
584	0.3020318514
585	0.3020116951
586	0.3019827095
587	0.3019600305
588	0.3019506207
589	0.3019451245
590	0.3018976801
591	0.3018820561
592	0.3018751037
593	0.3018330032
594	0.3018105272
595	0.3018100119
596	0.3018031379
597	0.3017881675
598	0.3017623756
599	0.3017347279
600	0.3017181657
601	0.3016982273
602	0.3016396049
603	0.3016390989
604	0.3016380169
605	0.301622593
606	0.3016191893
607	0.3016124239
608	0.3015442925
609	0.3014979485
610	0.3014768749
611	0.3014763231
612	0.3014404013
613	0.3014331685
614	0.3013943838
615	0.3013855775
616	0.3013728166
617	0.3013710787
618	0.3013326374
619	0.3013179935
620	0.3012474719
621	0.3011948012
622	0.3011442625
623	0.3011438002
624	0.3011233533
625	0.3010951439
626	0.301069711
627	0.3010330623
628	0.3010025569
629	0.3009943029
630	0.3009101228
631	0.3008854263
632	0.300830585
633	0.3007683708
634	0.3007060639
635	0.300694232
636	0.3006459771
637	0.3006179911
638	0.3006174281
639	0.3006010237
640	0.3005792195
641	0.3005787738
642	0.3005449847
643	0.3005225544
644	0.3005139951
645	0.3004895942
646	0.3004776317
647	0.3004468104
648	0.3004247063
649	0.3003824783
650	0.3003596611
651	0.3003207511
652	0.3002832641
653	0.3002627558
654	0.3002389366
655	0.3001948195
656	0.3001305372
657	0.3000959358
658	0.3000936304
659	0.3000268835
660	0.3000240099
661	0.2999759765
662	0.2999459029
663	0.2999454592
664	0.2999031194
665	0.2998942796
666	0.299853889
667	0.2998387928
668	0.2998383782
669	0.2998357012
670	0.2998118718
671	0.2997550581
672	0.2997255961
673	0.2996935474
674	0.2996460222
675	0.299612201
676	0.2995778663
677	0.2995714344
678	0.2995225859
679	0.2995221396
680	0.2995141496
681	0.299475166
682	0.299474777
683	0.2994462862
684	0.2994313776
685	0.2993809278
686	0.299362699
687	0.299337622
688	0.2993210456
689	0.2993047201
690	0.2992786309
691	0.2992582411
692	0.2992578254
693	0.2992301083
694	0.2991613374
695	0.2991175446
696	0.299071423
697	0.2990598769
698	0.2990420904
699	0.2989860427
700	0.2989675999
701	0.2988976619
702	0.2988740829
703	0.2988367265
704	0.2988048176
705	0.2987608964
706	0.2987282173
707	0.2986875781
708	0.2986333229
709	0.2986051302
710	0.2985771699
711	0.2985634546
712	0.2985311273
713	0.298530113
714	0.2985057023
715	0.2984792121
716	0.2984192286
717	0.2984188367
718	0.2983782736
719	0.298352448
720	0.2983494147
721	0.2983282942
722	0.29832514
723	0.2983024338
724	0.2982646849
725	0.298230162
726	0.2981740076
727	0.2981334389
728	0.2981127082
729	0.2980730884
730	0.2980502127
731	0.2980334721
732	0.2979729578
733	0.2979634033
734	0.297931774
735	0.2979004843
736	0.2978707098
737	0.2978266922
738	0.2978082628
739	0.2978014596
740	0.2978001979
741	0.2977756849
742	0.2977178006
743	0.297691128
744	0.2976587391
745	0.2976584051
746	0.2976285223
747	0.2975988445
748	0.297580126
749	0.2975593281
750	0.2975405348
751	0.2975170415
752	0.297486764
753	0.2974862801
754	0.2974620677
755	0.2974547042
756	0.2974077334
757	0.297402324
758	0.2973644108
759	0.2973313576
760	0.2973066225
761	0.2972678985
762	0.2972402117
763	0.2972174212
764	0.2971614154
765	0.2971452494
766	0.2971131192
767	0.2970887558
768	0.297059965
769	0.2970236141
770	0.2970062304
771	0.296975953
772	0.2969485286
773	0.296947309
774	0.2968845442
775	0.296877581
776	0.2968470216
777	0.2968248533
778	0.2968022861
779	0.2968014052
780	0.2967765173
781	0.2967545732
782	0.2967447865
783	0.2967413015
784	0.296720804
785	0.2967204334
786	0.296720142
787	0.2966993216
788	0.2966854427
789	0.2966600541
790	0.2966184979
791	0.2966040406
792	0.2966030784
793	0.2966025518
794	0.2966022408
795	0.2965711202
796	0.2965689512
797	0.2965346898
798	0.29651692
799	0.2964945888
800	0.2964443065
801	0.2964232259
802	0.2963860074
803	0.2963577826
804	0.2963014931
805	0.2962800853
806	0.2962769567
807	0.2962596089
808	0.2962257787
809	0.2962204428
810	0.2962195928
811	0.2962154357
812	0.2962061919
813	0.2961874836
814	0.2961864493
815	0.2961226803
816	0.2960844864
817	0.2960776421
818	0.2960754041
819	0.2960539124
820	0.2960165408
821	0.295977068
822	0.2959743477
823	0.2959288936
824	0.2959028829
825	0.2959025388
826	0.2958616734
827	0.2958177374
828	0.2958007097
829	0.2957934767
830	0.2957612128
831	0.2957584563
832	0.2957209234
833	0.2957198469
834	0.2957175196
835	0.295707096
836	0.2956601162
837	0.2956330217
838	0.2955815334
839	0.2955811315
840	0.2955592557
841	0.2955557888
842	0.2955554552
843	0.2955224453
844	0.2954846787
845	0.2954757723
846	0.2954630426
847	0.2954382347
848	0.2953843992
849	0.2953220623
850	0.2953073173
851	0.2952906219
852	0.2952671733
853	0.2952651758
854	0.2952188703
855	0.2951804209
856	0.2951778296
857	0.2951175144
858	0.2950904814
859	0.2950725969
860	0.2950417997
861	0.2950040533
862	0.2949756689
863	0.2949457644
864	0.2949449375
865	0.2949201235
866	0.294907836
867	0.2948757402
868	0.2948559629
869	0.2948313325
870	0.2948211628
871	0.2947962901
872	0.2947959767
873	0.2947657766
874	0.2947650451
875	0.2947189625
876	0.2947066227
877	0.2946886739
878	0.2946658307
879	0.2946621006
880	0.2946603962
881	0.2946581408
882	0.2946513426
883	0.2946127879
884	0.2946119558
885	0.2946090829
886	0.2946073355
887	0.2945793803
888	0.2945786413
889	0.294563405
890	0.2945534333
891	0.2945278034
892	0.2944868877
893	0.2944866515
894	0.2944684337
895	0.2944570428
896	0.2944541786
897	0.2943986509
898	0.294354796
899	0.2942982455
900	0.2942735887
901	0.2942462727
902	0.2942019751
903	0.2941781364
904	0.2941732091
905	0.2941625466
906	0.2941206459
907	0.2940902829
908	0.2940796561
909	0.2940477825
910	0.2940475894
911	0.2940086797
912	0.2939837178
913	0.2939703973
914	0.2939322337
915	0.2939037844
916	0.2938752758
917	0.2938546821
918	0.2938408486
919	0.2938392816
920	0.2938118165
921	0.2938102899
922	0.2937973788
923	0.2937661153
924	0.293759954
925	0.2937378584
926	0.2937376589
927	0.2937103102
928	0.2936762708
929	0.2936760296
930	0.293645949
931	0.2936324318
932	0.2935990416
933	0.2935856673
934	0.2935563317
935	0.2935352037
936	0.2935345366
937	0.2935050878
938	0.2934748508
939	0.2934327233
940	0.2934301941
941	0.2933877969
942	0.2933731465
943	0.29336348
944	0.2933147664
945	0.2932759726
946	0.293236308
947	0.2932100023
948	0.2931547987
949	0.2931365587
950	0.2931175566
951	0.2930928235
952	0.2930725288
953	0.2930648527
954	0.2930502483
955	0.2930346715
956	0.2930235291
957	0.2929901431
958	0.2929899981
959	0.2929575739
960	0.2929200939
961	0.292884601
962	0.2928727185
963	0.2928595028
964	0.2928210645
965	0.2927922814
966	0.2927903596
967	0.2927387228
968	0.2927372809
969	0.2927272798
970	0.2927068215
971	0.2926847352
972	0.292683774
973	0.2926482247
974	0.2926202868
975	0.2925922654
976	0.2925698637
977	0.2925696352
978	0.2925462132
979	0.2925460794
980	0.2925163607
981	0.292503544
982	0.2924705838
983	0.2924649558
984	0.2924387423
985	0.292405102
986	0.2923763173
987	0.2923424608
988	0.2923226633
989	0.2922754112
990	0.2922484313
991	0.2922470848
992	0.2922233596
993	0.2921895186
994	0.2921450443
995	0.2921379859
996	0.2920965325
997	0.2920657567
998	0.2920433333
999	0.2919887229
